title,url,date,start_time,end_time,image_url,location,recurrence,category,details,source
Joggers & Lagers,https://www.chattanoogapulse.com/events/joggers-lagers_2/?occ_dtstart=2024-08-13T18:00,,,,https://www.chattanoogapulse.com/downloads/16190/download/joggers%20%26%20lagers.png?cb=ccf918643a4c2d1a569ebfe82f3ddd7c&w=220&h=,Chattanooga Brewing Company,N/A,"['Outdoor, This & That']","Lace-up your sneaks and join us for a fun and FREE 5K every Tuesday before Brewga! We will start at the brewery, run 1.5m along the Riverwalk, and then make our way back to enjoy a Burger + Beer for just $10! Read more",Chattanooga Pulse
Planting a Fall Garden with The Garden Chick,https://www.chattanoogapulse.com/events/planting-fall-garden-garden-chick/?occ_dtstart=2024-08-13T18:00,,,,https://www.chattanoogapulse.com/downloads/30404/download/8.13.24%20Fall%20Garden.png?cb=c7b45a9997e15da41db0a8e518cacad8&w=220&h=,Crabtree Farms,N/A,"['Education & Learning, Home & Garden, Outdoor']","We’ve made it through the dog days of summer, watering, weeding, fertilizing and harvesting in the sweltering heat.  You may be ready to throw in the trowel, but wait!  Fall is the perfect time to plant all those vegetables you love that can’t to... Read more",Chattanooga Pulse
"The 21st Century Self-Publishing Revolution, part 2",https://www.chattanoogapulse.com/events/21st-century-self-publishing-revolution-part-2/?occ_dtstart=2024-08-13T18:00,,,,https://www.chattanoogapulse.com/downloads/30052/download/self-pub-2024%20%283%29.jpg?cb=8ab461a7cb2c4f34e34897efb42854b7&w=220&h=,The Edney Innovation Center,N/A,['Talks & Readings'],"Chattanooga Writers’ Guild presents a two-part series on Self-Publishing
Tuesdays, July 9th and August 13th, 6 to 8pm at the Edney Innovation Center

Session 2, August 13, with Kate and John Landers
	Prepare your work for publishing using InD... Read more",Chattanooga Pulse
Tuesday Tunes with Catfish Hill,https://www.chattanoogapulse.com/events/tuesday-tunes-catfish-hill/?occ_dtstart=2024-08-13T18:00,,,,https://www.chattanoogapulse.com/downloads/29801/download/Catfish%20Hill.png?cb=91a41194c3a7ae0884d59a129da05c86&w=220&h=,1885 Grill,N/A,['Concerts & Live Music'],"Live music and Taco Tuesday specials make for an evening well-spent! Join us for live music by Catfish Hill, along with $5 margaritas, $6 shrimp cocktail and $15 margarita pitchers. We’ll see you on the patio! 
*Music scheduled weather permitting. Read more",Chattanooga Pulse
Paths to Pints along the Riverwalk,https://www.chattanoogapulse.com/events/paths-pints-along-riverwalk/?occ_dtstart=2024-08-13T18:30,2024-08-13,18:30,,https://www.chattanoogapulse.com/downloads/16001/download/Paths%20to%20Pints.png?cb=7f42636cc48cbabbf35f99d0f4b8e3ae&w=220&h=,The Tap House,N/A,"['Food & Drink, Outdoor']","Run, walk or just stroll with The Tap House! Choose between 1, 3, and 5 mile trail options along the Riverwalk. Every fitness level is welcome, we're all winners here! 
Every Tuesday meet at The Tap House, and we will take off at 6:30pm. Read more",Chattanooga Pulse
Bobby Rush x Davis Wayne's (Songbirds Music + Food Series),https://www.chattanoogapulse.com/events/bobby-rush-x-davis-wayne-s-songbirds-music-food-series/?occ_dtstart=2024-08-13T18:30,,,,https://www.chattanoogapulse.com/downloads/30426/download/Bobby%20Rush%20Banner%20copy.png?cb=3667af9e5756cc3baabe9b676c22723d&w=220&h=,Songbirds,N/A,['Concerts & Live Music'],"Immerse Yourself in Soulful Sounds and Savory Southern Flavors: Experience Bobby Rush Live in Concert!

Join us for another round of our Music + Food concert series where renowned music meets mouthwatering cuisine, promising an unforgettable ev... Read more",Chattanooga Pulse
Danimal And Friends,https://www.chattanoogapulse.com/events/danimal-and-friends_2/?occ_dtstart=2024-08-13T19:00,,,,https://www.chattanoogapulse.com/downloads/16361/download/Danimal%20And%20Friends%202.png?cb=ef6c5023aa32382083cfe862b4bbe0ea&w=220&h=,Backstage Bar,N/A,['Concerts & Live Music'],"Tuesday nights are always jumping on The Back Porch on Station Street with Danimal Pinson, Jessica Nunn, Ian Asmussen and friends. Read more",Chattanooga Pulse
Introduction to Calm Abiding Meditation,https://www.chattanoogapulse.com/events/introduction-calm-abiding-meditation/?occ_dtstart=2024-08-13T19:00,,,,https://www.chattanoogapulse.com/downloads/29818/download/IMG_2882.jpeg?cb=b0051075fdfe7f7f4641797a5610fde5&w=220&h=,St Andrews Center,N/A,"['Education & Learning, Health & Wellness']","A 10-week course in learning Calm-Abiding meditation in a Tibetan Buddhist tradition, but suitable for non-Buddhists who want to learn to develop more calm and focus. Tuition is by donation. Read more",Chattanooga Pulse
Bat Cave Kayak Tour with Chattanooga Guided Adventures,https://www.chattanoogapulse.com/events/bat-cave-kayak-tour-chattanooga-guided-adventures/?occ_dtstart=2024-08-13T19:00,,,,https://www.chattanoogapulse.com/downloads/30592/download/PXL_20240317_231122463.jpg?cb=dc76234db6bf6ac8c662f89b5fa96df7&w=220&h=,Nickajack Bat Cave Maple View Recreation Area,N/A,"['Education & Learning, Kids & Family, Outdoor']","Book a guided kayak tour to see thousands of endangered bats, learn bat facts, and how to help bat populations! Read more",Chattanooga Pulse
Chickamauga Dam Lock Kayak Tour,https://www.chattanoogapulse.com/events/chickamauga-dam-lock-kayak-tour/?occ_dtstart=2024-08-14T00:00,2024-08-14,,,https://www.chattanoogapulse.com/downloads/30593/download/PXL_20240802_155527261%7E3.jpg?cb=acf96a4abe66f86623600a790aa0db53&w=220&h=,Tennessee Riverpark (Hubert Fry Center Oval),N/A,"['Education & Learning, Kids & Family, Outdoor']",Kayak through a dam lock on this beginner friendly tour. Learn the history of TVA and flood damage in the Tennessee Valley! Read more,Chattanooga Pulse
Main Street Farmers Market,https://www.chattanoogapulse.com/events/main-street-farmers-market_13/?occ_dtstart=2024-08-14T16:00,,,,https://www.chattanoogapulse.com/downloads/15605/download/main%20street%20market%20new.png?cb=ae85f55f8c57352275b7718935c83aef&w=220&h=,Chattanooga Brewing Company,N/A,['Markets'],"The Main Street Farmers Market is a producers-only, farmer-run market. It was founded in 2009 to provide a viable marketing outlet for local farmers and food producers and to bring locally grown products to Chattanooga area consumers. Read more",Chattanooga Pulse
Fleet Feet x Oddstory Pub Run,https://www.chattanoogapulse.com/events/fleet-feet-x-oddstory-pub-run/?occ_dtstart=2024-08-14T18:00,,,,https://www.chattanoogapulse.com/downloads/18577/download/Pub%20Run.png?cb=adfa6e4260dd70031c50bc38ec6f0462&w=220&h=,OddStory Brewing Co.,N/A,['Outdoor'],"Come run with us at Oddstory Brewing Co. This will become a weekly Wednesday night run beginning this week. Clear your schedule, hold all calls and get your run on! Pint night prices for all runners. Read more",Chattanooga Pulse
Board Game Night,https://www.chattanoogapulse.com/events/board-game-night/?occ_dtstart=2024-08-14T18:30,,,,https://www.chattanoogapulse.com/downloads/16188/download/Board%20Game%20Night.png?cb=1a9eb7353456712bd23305b4fe023bea&w=220&h=,Barley Chattanooga,N/A,['This & That'],Weekly game night at Barley! Experienced and new gamers both very welcome! Read more,Chattanooga Pulse
Bat Cave Kayak Tour with Chattanooga Guided Adventures,https://www.chattanoogapulse.com/events/bat-cave-kayak-tour-chattanooga-guided-adventures/?occ_dtstart=2024-08-14T19:00,,,,https://www.chattanoogapulse.com/downloads/30592/download/PXL_20240317_231122463.jpg?cb=dc76234db6bf6ac8c662f89b5fa96df7&w=220&h=,Nickajack Bat Cave Maple View Recreation Area,N/A,"['Education & Learning, Kids & Family, Outdoor']","Book a guided kayak tour to see thousands of endangered bats, learn bat facts, and how to help bat populations! Read more",Chattanooga Pulse
Josey Clay,https://www.chattanoogapulse.com/events/josey-clay-doc-holidays-bar-grill/?occ_dtstart=2024-08-14T19:00,,,,https://www.chattanoogapulse.com/downloads/22296/download/josey-clay.jpeg?cb=70f3445dfcbc192a438b4654248f1f92&w=220&h=,Doc Holidays,N/A,"['Concerts & Live Music, Food & Drink']","Brought up in a church and family who always sings and plays instruments in worship, Josey Clay began writing, singing, and playing guitar at 12 years old. “The Great State of Dickson Tennessee” was home until he picked up his life and moved to C... Read more",Chattanooga Pulse
Full Steam Ahead South Chatt,https://chattlibrary.org/event/full-steam-ahead-south-chatt/2024-08-12/,N/A,N/A,N/A,N/A,South Chattanooga Library,N/A,N/A,Full STEAM Ahead is a program designed for kids in Kindergarten through 3rd grade.,Chatt Library
Eastgate Authors,https://chattlibrary.org/event/eastgate-authors/2024-08-12/,N/A,N/A,N/A,N/A,Eastgate Library,N/A,N/A,"Join the Eastgate Authors, a group of 3rd-8th graders and library staff, who meet weekly to develop creative writing skills and share their work with each other. Each session offers engaging writing prompts, fun exercises, and constructive feedback to help young writers grow. Participants will explore different genres, from poetry to short stories, and even […]",Chatt Library
Toddler Time at Downtown Tuesday 10am,https://chattlibrary.org/event/toddler-time-at-downtown-tuesday-10am/2024-08-13/,N/A,N/A,N/A,N/A,Downtown Library,N/A,N/A,Toddler Time is a 30-minute action-packed informal learning program for children ages 18 to 36 months.,Chatt Library
Baby Bounce at Eastgate Tuesday 10am,https://chattlibrary.org/event/baby-bounce-at-eastgate-tuesday-10am/2024-08-13/,N/A,N/A,N/A,N/A,Eastgate Library,N/A,N/A,Baby Bounce is a 30-minute program for parents and caregivers of tiny tots aged 1 day to 18 months.,Chatt Library
Preschool Storytime at Northgate Tuesday 10am,https://chattlibrary.org/event/preschool-storytime-at-northgate-tuesday-10am/2024-08-13/,N/A,N/A,N/A,N/A,Northgate Library,N/A,N/A,Preschool Storytime is a 45-minute program for children ages 3 to 5 years old and their favorite adult.,Chatt Library
Bilingual Storytime with Chattanooga School of Language,https://chattlibrary.org/event/bilingual-storytime-playgroup-with-csl-downtown-2-2/,N/A,N/A,N/A,N/A,Downtown Library,N/A,N/A,"Chattanooga School of Language has partnered with us to offer Bilingual Storytime & Playgroups geared towards ages 1-3, but open to ages 0-5! Each month we will have a story time and playgroup in a different language led by experienced facilitators who are fluent in both languages. These sessions will captivate young minds through age-appropriate […]",Chatt Library
Preschool Storytime at Northgate Tuesday 11am,https://chattlibrary.org/event/preschool-storytime-at-northgate-tuesday-11am/2024-08-13/,N/A,N/A,N/A,N/A,Northgate Library,N/A,N/A,Preschool Storytime is a 45-minute program for children ages 3 to 5 years old and their favorite adult.,Chatt Library
Baby Bounce at Downtown Tuesday 12pm,https://chattlibrary.org/event/baby-bounce-at-downtown-tuesday-12pm/2024-08-13/,N/A,N/A,N/A,N/A,Downtown Library,N/A,N/A,Baby Bounce is a 30-minute program for parents and caregivers of tiny tots aged 1 day to 18 months.,Chatt Library
Tuesday Matinee: Spider-Man No Way Home,https://chattlibrary.org/event/tuesday-matinees-2nd-tuesday-3/,N/A,N/A,N/A,N/A,Downtown Library,N/A,N/A,Join us in the Downtown Library Auditorium on the 2nd and 4th Tuesday of the month for a movie matinee!,Chatt Library
Full Steam Ahead Eastgate,https://chattlibrary.org/event/full-steam-ahead-eastgate/2024-08-13/,N/A,N/A,N/A,N/A,Eastgate Library,N/A,N/A,Full STEAM Ahead is a program designed for kids in Kindergarten through 3rd grade.,Chatt Library
Juggling Club at Eastgate,https://chattlibrary.org/event/juggling-club-at-eastgate/2024-08-13/,N/A,N/A,N/A,N/A,Eastgate Library,N/A,N/A,People ages 8-108 are invited to learn to juggle and develop their juggling skills.,Chatt Library
STEAM-Powered Fun Eastgate,https://chattlibrary.org/event/steam-powered-fun-eastgate-2/2024-08-13/,N/A,N/A,N/A,N/A,Eastgate Library,N/A,N/A,Join the Tween Staff for weekly STEAM-powered fun just for 4th - 8th Graders!,Chatt Library
Teen Advisory Board ’24-’25,https://chattlibrary.org/event/teen-advisory-board-24-25/2024-08-13/,N/A,N/A,N/A,N/A,Downtown Library,N/A,N/A,"Are you between the ages of 12-18, interested in making the library as awesome as possible for teens, and gaining leadership experience? Teen Advisory Board is for you! The 2024-2025 session of the Chattanooga Public Library Teen Advisory Board will meet every other Tuesday – starting August 13 – from 4:30-5:30 pm. Please fill out […]",Chatt Library
Teen Advisory Board,https://chattlibrary.org/event/teen-advisory-board-3-2-2/2024-08-13/,N/A,N/A,N/A,N/A,Downtown Library,N/A,N/A,Join the Teen Advisory Board to make the library as awesome as possible AND gain leadership experience!,Chatt Library
Toddler Time at Northgate Wednesday 10am,https://chattlibrary.org/event/toddler-time-at-northgate-tuesday-10am-2/2024-08-14/,N/A,N/A,N/A,N/A,Northgate Library,N/A,N/A,Toddler Time is a 30-minute action-packed informal learning program for children ages 18 to 36 months.,Chatt Library
Ribbon Cutting for Acme Fusion Cafe,N/A,N/A,N/A,N/A,N/A,12p Ribbon Cutting for Acme Fusion Cafe,12p Ribbon Cutting for Acme Fusion Cafe,['N/A'],N/A,Chattanooga Chamber
Downtown Council,N/A,N/A,N/A,N/A,N/A,7:30a Downtown Council,7:30a Downtown Council,['N/A'],N/A,Chattanooga Chamber
Ooltewah/Collegedale Council Coffee,N/A,N/A,N/A,N/A,N/A,8:30a Ooltewah/Collegedale Council Coffee,8:30a Ooltewah/Collegedale Council Coffee,['N/A'],N/A,Chattanooga Chamber
Tropical Smoothie Cafe,N/A,N/A,N/A,N/A,N/A,9a Tropical Smoothie Cafe,9a Tropical Smoothie Cafe,['N/A'],N/A,Chattanooga Chamber
East Ridge Council Meeting,N/A,N/A,N/A,N/A,N/A,11:30a East Ridge Council Meeting,11:30a East Ridge Council Meeting,['N/A'],N/A,Chattanooga Chamber
Nightfall 2024,N/A,2024-08-16,,,https://cdn.prod.website-files.com/59935d164668fb0001206326/6650756de1e1f46876dfaf36_nightfall.png,Miller Plaza & Miller Park,N/A,['Community & Festivals'],"The free Nightfall concert series, produced by Chattanooga Presents, will be held each Friday night from May 24 through August 30 2024 - rai...",CHA Guide Things To Do
Riverfront Nights,N/A,2024-08-17,,,https://cdn.prod.website-files.com/59935d164668fb0001206326/66506dc8c3a254ae79e4be1c_riverfrontnigghts.png,Ross’s Landing,N/A,['Community & Festivals'],Join Friends of the Festival for “Fourteen Saturdays of Summer” from Memorial Day to Labor Day weekend at Ross’s Landing for FREE live music...,CHA Guide Things To Do
Tennessee Harp Trio Community Concert,N/A,2024-08-18,,,https://cdn.prod.website-files.com/59935d164668fb0001206326/669921d44d6227f9628c8da2_harp-trio.png,Skyline Loft at Ruby Falls,N/A,['Community & Festivals'],"Join Ruby Falls for a free community concert featuring the Tennessee Harp Trio, hosted by Skyline Loft. The Tennessee Harp Trio will perform...",CHA Guide Things To Do
